Remaining_gene
b0133
b0103
b2574
b0639
b0109
b0750
b1740
b1812
b3177
b2312
b1131
b2615
b2315
b3870
b2153
b4177
b3255
b0096
b3198
b2316
b1098
b0084
b1281
b0031
b1215
b2780
b1062
b0918
b0185
b2021
b3958
b2746
b0090
b0173
b4013
b1277
b0086
b0054
b2103
b3389
b0087
b0159
b1092
b0908
b3992
b0154
b2564
b2751
b1261
b0029
b0420
b1208
b3018
b0915
b3201
b0072
b3648
b1210
b3172
b0641
b0091
b2530
b3642
b3939
b0415
b2026
b0421
b3805
b3368
b0071
b0003
b1693
b0182
b1094
b0175
b2557
b3040
b0052
b0074
b0085
b0174
b0180
b0242
b0386
b0417
b0423
b0774
b0775
b0776
b0777
b0778
b1069
b1091
b1260
b1262
b1263
b1264
b1288
b2019
b2020
b2329
b2400
b2478
b3200
b3412
b3941
b3959
b3972
b3993
b3997
b4160
b4245
b3960
b3843
b0635
b4261
b2585
b2752
b4262
b0914
b3633
b0179
s0001
b2472
b2600
b2747
b2025
b3360
b0369
b3991
b2022
b3957
b0088
b3967
b3730
b0524
b3804
b0131
b2818
b3809
b2838
b0089
b0166
b2750
b3433
b3770
b4040
b3176
b3729
b4407
b3850
b3189
b3196
b0025
b3994
b3256
b2507
b3199
b2762
b2763
b2023
b2024
b2515
b2827
b3187
b3990
b0720
b0004
b0243
b2764
b3774
b3771
b1136
b3607
b1093
b2476
b0523
b4005
b0181
b2499
b0142
b3974
b2942
b4006
b0522
b0414
b3058
b1662
b3634
b3639
b0134
b3041
b2323
b0429
b0430
b0431
b0432
b3919
b2551
b2415
b2416
b4025
b3956
b3386
b2508
b2500
b3608
b4238
b0870
b4383
b2528
b2529
b0073
b0149
b0171
b0339
b0381
b0388
b0475
b0763
b0764
b0765
b0888
b0954
b1207
b1622
b1704
b1761
b2414
b2417
b2582
b2895
b2935
b3057
b3197
b3281
b3476
b3477
b3478
b3479
b3480
b3670
b3671
b3744
b3772
b3812
b3940
b4019
b4039
b4041
b4053
b4054
b4094
b4254
