Target
2hb_c
2hhxdal_c
2hp6mbq_m
2hp6mp_m
2hpmhmbq_m
2hpmmbq_m
2ippm_c
2kmb_c
2mahmp_c
2mbac_c
2mbald_c
2mbald_m
2mbtoh_c
2mbtoh_m
2mcit_m
2mppal_c
2mppal_m
2obut_c
2obut_m
2oxoadp_c
2oxoadp_m
2pg_c
2phetoh_c
2phetoh_m
10fthf_c
34hpl_m
34hpp_c
34hpp_m
10fthf_m
4fumacac_c
34hpp_x
12dgr_SC_c
13BDglcn_c
13dampp_c
13dpg_c
3c2hmp_c
14glun_c
3c3hmp_c
16BDglcn_c
4hbz_c
3c3hmp_m
4hbz_m
1ag3p_SC_c
4hbzcoa_m
3c4mop_c
1agly3p_SC_c
1agpc_SC_c
3c4mop_m
3dh5hpb_c
3dh5hpb_m
3dhq_c
4mhetz_c
4mlacac_c
1pyr5c_c
3dhsk_c
1pyr5c_m
4mop_c
3dsphgn_c
4mop_m
3hanthrn_c
4mpetz_c
3hdcoa_x
4mzym_c
3hddcoa_x
4mzym_int1_c
4mzym_int2_c
4pasp_c
4ppan_c
4ppcys_c
4r5au_c
23dhmb_m
3hhdcoa_x
23dhmp_m
5aizc_c
5aop_c
23dpg_c
25aics_c
5aop_m
3hph5mb_m
5aprbu_c
25dhpp_c
3htdcoa_x
25dthpp_c
5dpmev_c
2ahbut_m
3ig3p_c
2ahhmd_m
5fthf_m
3ipmmest_c
2ahhmp_m
3mbald_c
2amsa_c
5mdr1p_c
3mbald_m
5mdru1p_c
2cpr5p_c
2dda7p_c
3mob_c
2dda7p_m
5mta_c
5mthf_c
3mob_m
5pmev_c
3mop_c
2dhp_c
2dhp_m
3mop_m
6pgc_c
3odcoa_x
6pgl_c
2dr1p_c
3oddcoa_x
6pgl_r
3ohdcoa_x
3ophb_5_c
acorn_m
3ophb_5_m
3otdcoa_x
L2aadp6sa_c
L2aadp_c
3pg_c
3php_c
acser_c
3psme_c
Lfmkynr_c
actn__R_c
44mctr_c
Lkynr_c
44mzym_c
N1aspmd_c
ade_c
4aabutn_c
N1sprm_c
4abut_c
NPmehis_c
Nbfortyr_c
ade_m
adn_c
adn_m
Nfortyr_c
Sfglutth_c
4abut_m
Ssq23epx_c
adp_c
Ssq23epx_r
T4hcinnm_m
4abz_c
aacoa_c
aacoa_m
4abz_m
adprib_c
4adcho_c
ahcys_c
4ahmmp_c
ahcys_m
4ampm_c
ahdt_c
ac_c
aicar_c
air_c
akg_c
akg_m
akg_n
ac_m
ac_x
acac_c
b124tc_m
acald_c
akg_x
ala_B_c
ala__L_c
acald_m
btd_RR_c
accoa_c
ala__L_m
accoa_m
accoa_n
alac__S_m
allphn_c
alltn_c
accoa_x
aces_c
camp_c
acg5p_m
alltt_c
acg5sa_m
cbasp_c
acgam1p_c
cbasp_n
acgam6p_c
acglu_m
cbp_c
achms_c
amet_c
cbp_n
cdp_c
amet_m
cdp_n
ametam_c
cdpchol_c
cdpdag_SC_c
amp_c
amp_n
cdpea_c
anth_c
ap4a_c
ap4g_c
aproa_c
aprut_c
aps_c
dca_x
arg__L_c
arg__L_m
arg__L_v
dcacoa_c
dcacoa_x
argsuc_c
chitin_c
dcamp_c
chitos_c
dcdp_c
chol_c
asn__L_c
dcdp_n
dcmp_c
dctp_c
asn__L_m
cholp_c
dcyt_c
asn__L_v
chor_c
dd2coa_x
cit_c
asp__L_c
cit_m
ddca_c
asp__L_m
cit_x
asp__L_n
ddca_x
citr__L_c
ddcacoa_c
clpn_SC_m
ddcacoa_x
dgdp_c
aspsa_c
cmp_c
dgdp_n
dgmp_c
dgsn_c
cmusa_c
atp_c
co2_c
dgtp_c
dha_c
co2_g
dhap_c
co2_m
dhap_m
co2_n
dhf_c
co2_v
dhf_m
co2_x
coa_c
coa_m
dhnpt_c
dhnpt_m
coa_n
dhor__S_c
dhpmp_c
coa_x
dhpt_c
f26bp_c
coucoa_m
dhpt_m
cpppg3_c
din_c
f6p_c
fad_c
fad_m
dkmpp_c
fadh2_m
fald_c
dmlz_c
dmpp_c
fdp_c
dnad_c
csn_c
fe2_c
ctp_c
fe2_m
fecost_c
cys__L_c
dpcoa_c
cyst__L_c
fgam_c
cyst__L_x
dscl_c
cytd_c
fmn_c
dtdp_c
dtmp_c
dad_2_c
fmn_m
dttp_c
fmnh2_c
dadp_c
dudp_c
for_c
dadp_n
dump_c
dagpy_SC_c
dump_n
damp_c
fpram_c
fprica_c
duri_c
frdp_c
dutp_c
datp_c
db4p_c
frdp_m
dc2coa_x
e4p_c
fru_c
fum_c
e4p_m
dca_c
eig3p_c
epist_c
fum_m
g1p_c
glyc3p_c
g3p_c
g3pc_c
glyc3p_m
ergst3glc_c
ergst_c
glyc_c
g6p_B_c
g6p_c
ergst_r
g6p_r
glycogen_c
glycogen_v
ergtetrol_c
gal1p_c
ergtetrol_r
ergtrol_c
gmp_c
gp4g_c
gam1p_c
grdp_c
gam6p_c
etoh_c
gsn_c
etoh_m
gar_c
gsn_m
gthox_c
gdp_c
gthrd_c
gdp_n
gdpmann_c
hxdcal_c
iamac_c
ggdp_c
gthrd_v
gtp_c
iamoh_c
glc__D_c
gua_c
iamoh_m
glc__D_v
gln__L_c
iasp_c
gua_m
ibutac_c
gln__L_n
h2o2_c
gln__L_v
ibutoh_c
h2o2_n
ibutoh_m
h2o2_x
icit_c
glu5p_c
glu5sa_c
h2o_c
glu5sa_m
icit_m
icit_x
id3acald_c
glu__L_c
glu__L_m
id3acald_m
glu__L_n
h2o_m
h2o_n
ile__L_c
h2o_r
glucys_c
h2o_v
ile__L_m
h2o_x
glx_c
ile__L_v
h2s_c
hLkynr_c
glx_x
imacp_c
h_c
imp_c
gly_c
ind3ac_c
ind3ac_m
gly_m
h_m
ind3eth_c
h_n
ind3eth_m
h_v
indpyr_c
mal__L_x
inost_c
hcit_m
malcoa_c
hcit_n
malcoa_m
ins_c
hco3_c
hco3_m
hco3_n
man1p_c
hcys__L_c
man2mi1p__D_c
hcys__L_x
man6p_c
hdca_c
ipdp_c
hdca_x
manmi1p__D_c
mannan_c
ipdp_m
hdcea_c
mannan_r
hdcea_x
hdcoa_c
k_c
met__L_c
hdd2coa_x
lac__D_c
met__L_m
methf_c
lac__D_m
lac__L_c
methf_m
lac__L_m
hemeA_m
lald__L_c
hemeO_m
lanost_c
mev__R_c
hexc_c
hexc_x
leu__L_c
mi145p_c
leu__L_m
leu__L_v
mi145p_n
hexdp_c
mi1p__D_c
hexdp_m
micit_m
lgt__S_c
hgentis_c
hicit_m
his__L_c
lys__L_c
his__L_m
his__L_v
lys__L_m
lys__L_v
hisp_c
histd_c
hmbil_c
hmgcoa_c
hmgcoa_m
mlthf_c
mlthf_m
mal__L_c
hom__L_c
mal__L_m
mthgxl_c
hxan_c
pi_v
n4abutn_c
na1_c
o2_m
o2_r
pi_x
o2_x
oaa_c
pmtcoa_c
pmtcoa_x
oaa_m
nad_c
pnto__R_c
nad_n
oaa_x
occoa_c
occoa_x
ppbng_c
nadh_c
ppcoa_m
ocdca_c
pphn_c
ppi_c
nadp_c
ppi_m
ocdcea_c
ppi_x
nadph_c
ocdcya_c
ppp9_m
pppg9_c
ocdycacoa_c
pppg9_m
octa_c
pram_c
octa_x
nh4_c
pran_c
prbamp_c
nh4_m
prbatp_c
nh4_n
nh4_x
prfp_c
odecoa_c
nicrnt_c
prlp_c
nicrnt_m
pro__L_c
orn_c
pro__L_m
orn_m
orot5p_c
o2_c
orot_c
prpp_c
oxag_c
prpp_m
oxag_m
ps_SC_c
pa_SC_c
ps_SC_g
pa_SC_m
skm_c
so3_c
ps_SC_m
pac_c
ps_SC_v
pacald_c
psd5p_c
so4_c
pacald_m
pser__L_c
psph1p_c
psph1p_r
sph1p_c
sph1p_r
psphings_c
sphgn_c
pan4p_c
pan4p_m
ptd134bp_SC_c
spmd_c
pant__R_c
ptd135bp_SC_c
pant__R_m
ptd145bp_SC_c
sprm_c
pap_c
ptd1ino_SC_c
pap_m
sql_c
sql_r
ptd1ino_SC_n
paps_c
ptd2meeta_SC_c
stcoa_c
pc_SC_c
ptd3ino_SC_c
ptd4ino_SC_c
succ_c
pe_SC_c
ptd4ino_SC_n
pe_SC_g
ptdmeeta_SC_c
succ_m
succoa_m
pe_SC_m
ptrc_c
pe_SC_v
pendp_c
suchms_c
pendp_m
pep_c
sucsal_c
pep_m
pg_SC_m
pgp_SC_m
phe__L_c
pyr_c
td2coa_x
tdcoa_c
phe__L_m
pyr_m
pheac_c
tdcoa_x
pyr_x
pheme_m
q6_m
tdecoa_c
q6h2_m
quln_c
phom_c
phpyr_c
quln_m
thf_c
r1p_c
pi_c
thf_m
thfglu_c
r1p_m
thm_c
r5p_c
thmmp_c
pi_m
pi_n
rib__D_c
thmpp_c
ribflv_c
thmpp_m
thmtp_c
ribflv_m
thr__L_c
ru5p__D_c
thr__L_m
s17bp_c
s7p_c
thym_c
saccrp__L_c
thymd_c
sbt__D_c
scl_c
trp__L_c
ser__L_c
tre6p_c
trp__L_m
tre_c
ser__L_m
tre_v
sheme_c
triglyc_SC_c
ttc_c
skm5p_c
ttc_x
ttdca_c
ttdca_x
ttdcea_c
ttdcea_x
tyr__L_c
tyr__L_m
tyr__L_v
tyr__L_x
udp_c
udpacgal_c
udpg_c
udpgal_c
udpgal_g
ump_c
ump_n
uppg3_c
ura_c
urdglyc_c
urea_c
uri_c
utp_c
val__L_c
val__L_m
xan_c
xmp_c
xtsn_c
xu5p__D_c
zym_int1_c
zym_int2_c
zymst_c
